일자,주가(USD),PER(일별),매출(USD),영업이익(USD),영업이익률(%),순이익(USD),매출성장률YoY(%),순이익성장률YoY(%),EPS추정치,EPS실적,컨센서스,서프라이즈(%),자사주매입(USD),배당금지급(USD)
2025-01-24,199.5594024658203,10.986965606924528,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-01-27,191.1866912841797,10.525996649046666,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-01-28,194.6653594970703,10.717518609629192,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-01-29,194.77499389648438,10.723554653838656,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-01-30,200.2172393798828,11.02318355236064,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-01-31,203.35702514648438,11.196047961676914,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-02-03,200.57606506347656,11.04293910081294,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-02-04,205.7093505859375,11.32555786389258,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,1.85,2.12,상회,14.83,-15551000000.0,-2442000000.0
2025-02-05,190.70826721191406,10.499656477836707,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-06,190.97738647460938,10.514473139175932,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-07,184.7377166748047,10.170941155005146,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-10,185.8640594482422,10.232953213372003,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-11,184.71780395507812,10.169844837998417,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-12,183.0133514404297,10.076004302670666,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-13,185.53512573242188,10.214843400564288,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-14,184.62806701660156,10.16490427070602,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-18,183.1728057861328,10.084783239621107,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-19,184.66795349121094,10.16710026507812,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-20,183.9602508544922,10.128136906632054,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-21,179.076171875,9.85923848788491,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-24,178.66749572753906,9.836738366512314,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-25,174.84994506835938,9.62655885466354,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-26,172.16868591308594,9.478939139640158,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
2025-02-27,167.9524383544922,9.246808925056643,96469000000.0,30972000000.0,32.10565051985612,26536000000.0,15.949154846603525,32.99494315805483,2.13,2.15,상회,1.18,-15551000000.0,-2442000000.0
